score,label,annouce
0.00032529004965908825,0.0,0.0
0.0005786912515759468,0.0,0.0
0.00037658889777958393,0.0,0.0
0.00022626151621807367,0.0,0.0
0.00029644538881257176,0.0,0.0
0.00024048140039667487,0.0,0.0
0.00028601789381355047,0.0,0.0
0.002619206439703703,0.0,0.0
0.00029279611771926284,0.0,0.0
0.0006739210220985115,0.0,0.0
0.001472199335694313,0.0,0.0
0.9616727828979492,1.0,0.0
0.00021262301015667617,0.0,0.0
0.0005276604206301272,0.0,0.0
0.00042680450133048,0.0,0.0
0.0003465022600721568,0.0,0.0
0.0006492002867162228,0.0,0.0
0.0005199388251639903,0.0,0.0
0.00045138527639210224,0.0,0.0
0.0005781063809990883,0.0,0.0
0.00048088724724948406,0.0,0.0
0.0003603288787417114,0.0,0.0
0.9284367561340332,1.0,0.0
0.0003224737010896206,0.0,0.0
0.00036174518754705787,0.0,0.0
0.0004479966883081943,0.0,0.0
0.0003478214784990996,0.0,0.0
0.0008336718892678618,0.0,0.0
0.00045709521509706974,0.0,0.0
0.00028319889679551125,0.0,0.0
0.005362647585570812,0.0,0.0
0.0006072196993045509,0.0,0.0
0.0008569778292439878,0.0,0.0
0.0002502230345271528,0.0,0.0
0.0005211231764405966,0.0,0.0
0.0011179331922903657,0.0,0.0
0.0006389145855791867,0.0,0.0
0.0012620299821719527,0.0,0.0
0.000460286159068346,0.0,0.0
0.000571143114939332,0.0,0.0
0.0003817960387095809,0.0,0.0
0.0005631514941342175,0.0,0.0
0.0003436844563111663,0.0,0.0
0.000605679873842746,0.0,0.0
0.0006498143193311989,0.0,0.0
0.9665688872337341,1.0,0.0
0.0003514844866003841,0.0,0.0
0.000733527063857764,0.0,0.0
0.0009991927072405815,0.0,0.0
0.0003336586814839393,0.0,0.0
0.0009886373300105333,0.0,0.0
0.9119817614555359,1.0,0.0
0.0006017108680680394,0.0,0.0
0.0006088759982958436,0.0,0.0
0.00598864397034049,0.0,0.0
0.003392258659005165,0.0,0.0
0.0006188935949467123,0.0,0.0
0.0002883135457523167,0.0,0.0
0.00024604887585155666,0.0,0.0
0.000245015777181834,0.0,0.0
0.0006531556718982756,0.0,0.0
0.00020374784071464092,0.0,0.0
0.0004409459652379155,0.0,0.0
0.0004973511677235365,0.0,0.0
0.0002725636004470289,0.0,0.0
0.0001945649564731866,0.0,0.0
0.00816361978650093,0.0,0.0
0.001607627491466701,0.0,0.0
0.00090772908879444,0.0,0.0
0.00027590422541834414,0.0,0.0
0.0005675550200976431,0.0,0.0
0.014480853453278542,0.0,0.0
0.0007535118493251503,0.0,0.0
0.0003785061708185822,0.0,0.0
0.00029692426323890686,0.0,0.0
0.0004163128905929625,0.0,0.0
0.9328770637512207,1.0,0.0
0.014835899695754051,0.0,0.0
0.0007374485721811652,0.0,0.0
0.0007969870348460972,0.0,0.0
0.0002743283112067729,0.0,0.0
0.0007381017203442752,0.0,0.0
0.0002797891793306917,0.0,0.0
0.0009689716389402747,0.0,0.0
0.9509230852127075,1.0,0.0
0.008631588891148567,0.0,0.0
0.951837956905365,1.0,0.0
0.0006103185587562621,0.0,0.0
0.01373755931854248,0.0,0.0
0.0002866372815333307,0.0,0.0
0.025482898578047752,0.0,0.0
0.0014033560873940587,0.0,0.0
0.0002945490996353328,0.0,0.0
0.0003729850868694484,0.0,0.0
0.0008986921166069806,0.0,0.0
0.000484905467601493,0.0,0.0
0.002910662442445755,0.0,0.0
0.0006007776828482747,0.0,0.0
0.0013437343295663595,0.0,0.0
0.0008868533186614513,0.0,0.0
0.0009627980762161314,0.0,0.0
0.0008883997797966003,0.0,0.0
0.0006122951745055616,0.0,0.0
0.00029542684205807745,0.0,0.0
0.006025203503668308,0.0,0.0
0.0003778936224989593,0.0,0.0
0.0008292189450003207,0.0,0.0
0.016810493543744087,0.0,0.0
0.0006002883310429752,0.0,0.0
0.0005472815246321261,0.0,0.0
0.0006054025725461543,0.0,0.0
0.001250503584742546,0.0,0.0
0.0005652435938827693,0.0,0.0
0.005082163494080305,0.0,0.0
0.0006999465986154974,0.0,0.0
0.0005901476833969355,0.0,0.0
0.0007247832836583257,0.0,0.0
0.00039325642865151167,0.0,0.0
0.00045266805682331324,0.0,0.0
0.0006278654327616096,0.0,0.0
0.00018646492389962077,0.0,0.0
0.9551428556442261,1.0,0.0
0.0005464509595185518,0.0,0.0
0.0008139620767906308,0.0,0.0
0.006988526787608862,0.0,0.0
0.000641644757706672,0.0,0.0
0.04254103824496269,0.0,0.0
0.0008479757234454155,0.0,0.0
0.00033189632813446224,0.0,0.0
0.0007684394367970526,0.0,0.0
0.00045956758549436927,0.0,0.0
0.0005794079042971134,0.0,0.0
0.0007449065451510251,0.0,0.0
0.0005804268294014037,0.0,0.0
0.0008967504254542291,0.0,0.0
0.01709902472794056,0.0,0.0
0.00039215298602357507,0.0,0.0
0.9457354545593262,1.0,0.0
0.00022856920259073377,0.0,0.0
0.0007032881258055568,0.0,0.0
0.001093312748707831,0.0,0.0
0.0008284974028356373,0.0,0.0
0.000521609210409224,0.0,0.0
0.0003502358740661293,0.0,0.0
0.0009403980220668018,0.0,0.0
0.0005327860708348453,0.0,0.0
0.9598117470741272,1.0,0.0
0.0008702939958311617,0.0,0.0
0.0009283225517719984,0.0,0.0
0.00041580243851058185,0.0,0.0
0.00025165374972857535,0.0,0.0
0.0006447926280088723,0.0,0.0
0.0004999563680030406,0.0,0.0
0.0007910101558081806,0.0,0.0
0.0003366655728314072,0.0,0.0
0.0006267512799240649,0.0,0.0
0.9294271469116211,1.0,0.0
0.0415019728243351,0.0,0.0
0.0005868923617526889,0.0,0.0
